emp_no,emp_title_id,birth_date,first_name,last_name,sex,hire_date
461748,s0001,8/12/1963,Shim,Wallrath,M,8/28/1989
220038,e0003,7/23/1962,Conor,Iisaka,M,7/7/1995
459196,e0004,11/25/1964,Neven,Leivant,M,9/2/1986
262129,e0003,3/8/1954,Moon,Schnabel,F,9/8/1990
81113,e0003,3/6/1960,Sarita,Hofting,M,7/3/1986
442633,s0001,2/25/1961,Jackson,Cangellaris,F,1/13/1989
204079,s0001,1/16/1964,Shigenori,Stentiford,M,10/31/1985
481729,e0003,10/16/1962,Doowon,Setlzner,M,5/1/1989
479077,e0002,2/19/1954,Premsyl,Kusalik,M,7/13/1995
418592,e0003,12/12/1957,Akhilish,Fortenbacher,F,9/10/1991
61928,e0002,3/20/1961,Gaetan,Dichev,F,9/4/1987
70241,s0001,12/22/1956,Arumugam,Garigliano,F,7/25/1993
34181,e0003,10/26/1958,Mads,Setiz,M,6/12/1991
469731,s0001,11/23/1954,Ramya,Bierman,M,5/31/1988
214156,s0002,9/1/1964,Giap,Rijckaert,M,5/14/1989
81567,s0001,10/24/1964,Doohun,Nilsson,M,11/7/1993
245896,s0001,12/28/1956,Denny,Skrikant,M,10/6/1992
36917,e0003,8/7/1953,Kolar,Karunanithi,F,12/6/1986
445621,e0003,2/12/1954,Shmuel,Impagliazzo,M,2/19/1986
61030,e0002,9/29/1958,Thodoros,Seiwald,F,5/4/1995
270704,e0003,7/17/1953,Rosella,Leivant,M,10/16/1985
223242,e0002,10/24/1961,Leszek,Pell,M,2/28/1991
441893,s0001,4/4/1963,Ziyad,Edelhoff,M,12/10/1991
62695,s0001,7/20/1952,Guangming,Jenevein,F,1/7/1988
74502,s0001,10/30/1954,Bedrich,Delaune,F,4/6/1986
407081,e0004,12/20/1955,Heeju,Swift,F,3/16/1990
439171,e0003,2/8/1958,JiYoung,Crooks,F,11/19/1988
221980,s0002,11/19/1952,Yoshinari,Eugenio,M,8/8/1998
48349,s0001,5/13/1956,Toong,Bultermann,F,5/5/1998
405704,e0003,2/5/1960,Kersti,Broomell,M,4/11/1985
413161,s0002,8/2/1952,Tomofumi,Comte,F,4/17/1996
443135,e0004,11/3/1954,Gudjon,Ghemri,F,9/6/1992
448916,e0003,9/1/1964,Bojan,Swen,M,7/18/1994
202280,e0002,5/13/1957,Feiyu,Deyuan,F,11/19/1987
31476,e0003,1/5/1961,Susanne,Asser,F,8/5/1986
69969,s0001,2/15/1964,Ekawit,Mellouli,M,7/13/1994
207413,e0003,11/7/1959,Syozo,Sommen,M,3/25/1986
224271,s0001,12/10/1960,Hideo,Salverda,M,8/2/1987
18680,s0001,2/1/1963,Siddarth,Oaver,M,4/10/1989
277947,s0001,8/18/1953,Gaurav,Rouquie,M,8/9/1987
94829,e0002,1/3/1953,Uno,Daescu,M,6/29/1992
202330,e0003,5/30/1960,Tadanori,Suri,F,7/18/1987
431693,s0001,10/25/1955,Shaunak,Billingsley,M,4/1/1991
19818,e0001,12/22/1952,Ashish,Ventosa,M,8/14/1986
93207,s0001,10/26/1954,Sashi,Pearson,F,4/12/1994
212234,e0002,4/13/1960,Ramalingam,Coombs,F,1/31/1992
285782,e0002,5/5/1954,Jaideep,Bultermann,F,10/6/1985
262376,e0004,6/17/1962,Yurij,Valiente,F,11/20/1990
437528,s0002,10/19/1954,Pranay,Luff,M,12/16/1990
261191,e0001,6/12/1961,Zissis,Geffroy,M,7/16/1991
219181,s0001,7/13/1953,Udo,Hertweck,F,7/18/1990
48485,e0002,7/6/1962,Geoff,Birnbaum,M,6/16/1992
212424,e0004,5/17/1963,Ingmar,Pollacia,M,8/21/1986
261066,e0001,5/31/1958,Sugwoo,Hashii,F,1/26/1999
414931,e0004,3/5/1952,Patricio,Pintelas,M,5/31/1990
452156,e0003,1/29/1956,Miomir,Olano,M,6/17/1985
408552,e0002,12/9/1954,Holgard,Trumbly,M,8/25/1988
258454,e0003,1/14/1960,Bezalel,Parascandalo,F,9/8/1988
30721,e0003,3/11/1958,Dzung,Kulisch,F,6/21/1985
280762,s0001,2/12/1961,Changho,Hinsberger,F,6/23/1995
203269,e0003,4/10/1952,Isaac,Velardi,M,5/17/1992
470173,s0001,5/3/1958,Denny,Kulisch,M,3/23/1985
461084,e0003,7/21/1957,Ashish,McDermid,M,7/24/1988
48493,s0001,8/29/1963,Toshimi,Molenaar,F,2/18/1990
38199,e0002,9/12/1962,Jacopo,Shimshoni,M,7/6/1997
221008,e0003,3/2/1952,Shrikanth,Ramalingam,F,3/10/1986
464171,e0003,6/11/1962,Ravishankar,Kossowski,M,11/21/1987
50322,e0003,3/23/1952,Perla,Larfeldt,M,3/4/1988
422721,e0003,5/1/1954,Kannan,Irland,F,4/19/1999
65532,s0001,9/17/1952,Joydip,Miara,F,8/31/1995
466678,s0001,1/23/1962,Rimli,Mahnke,F,4/17/1986
430546,e0003,7/24/1952,Valdiodio,Matheson,M,10/14/1994
203574,s0001,8/21/1963,Aleksander,Biron,F,11/12/1994
433368,e0003,6/28/1963,Fatemeh,Lakshmanan,F,2/3/1985
63638,s0001,10/28/1954,Adib,Chepyzhov,F,11/10/1986
450845,e0003,4/14/1964,Florina,Kavvadias,F,12/14/1986
21904,s0001,12/15/1960,Alenka,Usery,F,5/15/1989
264327,e0003,6/20/1953,Kristen,Speer,F,2/14/1987
470601,e0003,4/6/1956,Abdelghani,Bahk,M,5/14/1988
462007,e0003,2/2/1952,Rasiah,Smeets,M,3/9/1995
222376,e0003,5/25/1959,Yagil,Pettey,F,11/1/1985
420478,e0003,10/19/1953,Jaihie,Kranzdorf,M,4/25/1987
30475,e0002,6/21/1954,Weicheng,Orlowski,F,11/25/1990
20346,e0003,4/11/1955,Jeong,Antonakopoulos,M,8/13/1987
450325,s0002,2/21/1958,Kiyomitsu,Bottner,M,11/7/1986
482188,e0003,9/1/1954,Akemi,Panwar,M,8/7/1987
93049,e0002,1/27/1954,Christoper,Ananiadou,F,11/19/1988
474246,e0004,6/2/1954,Phillip,Jonsson,M,8/13/1992
267004,s0001,11/23/1962,Teunis,Ghalwash,M,6/24/1993
213241,s0001,2/5/1962,Berni,Thorelli,M,8/5/1986
109457,s0001,7/8/1954,Stevo,Rosiles,M,9/1/1987
24584,e0003,10/17/1957,Salvador,Nitta,M,7/27/1994
492691,e0001,4/6/1963,Sreekrishna,Baak,F,4/21/1993
245630,s0001,1/9/1962,Fumiya,Vilarrasa,M,6/27/1986
54684,s0001,1/13/1957,Arto,Kawashimo,F,2/23/1985
207129,s0002,12/6/1959,Percy,Goldhammer,M,6/5/1985
99366,e0003,10/19/1960,Remzi,Speckmann,M,11/5/1986
201752,s0001,6/23/1959,Rance,Cooke,F,12/21/1993
408408,s0002,6/11/1952,Ramzi,Jiafu,M,4/6/1989
22102,s0001,7/27/1960,Yaghout,Puppo,F,9/24/1985
222920,s0001,1/6/1954,Gal,Docker,F,10/2/1991
99806,s0002,7/9/1963,Zhiwei,Cannard,F,11/19/1989
468996,s0001,11/24/1963,Chenye,Stafford,M,8/21/1985
266323,s0001,7/30/1958,Tomofumi,Heijenga,M,3/17/1991
243011,s0001,3/9/1962,Genevieve,Rusmann,M,2/5/1992
266416,e0003,5/22/1963,Syozo,Seghrouchni,F,2/18/1991
468684,s0002,8/9/1961,Georgi,Middleton,M,11/24/1986
445676,s0001,4/23/1957,Morrie,Imataki,M,6/9/1990
459802,s0001,4/27/1960,Martial,Rosay,M,7/25/1989
415158,e0003,5/21/1959,Shahaf,Luck,F,6/2/1990
105757,s0002,3/30/1959,Mary,Ulupinar,M,2/3/1992
210180,e0002,2/22/1954,Jianhua,Vural,M,11/17/1987
227022,s0001,8/6/1952,Sachin,Zlotek,F,7/19/1991
488141,e0003,3/16/1955,Kristen,Hambrick,M,4/26/1987
241516,e0003,2/2/1962,Sumant,Usdin,M,11/9/1991
96188,e0003,3/16/1963,Adib,Mitsuhashi,F,8/11/1990
95239,s0002,6/30/1956,Jongsuk,Stifter,M,5/30/1985
238397,e0003,5/20/1954,Niclas,Jiafu,F,10/9/1991
249120,e0003,8/31/1952,Achilleas,Streng,F,8/19/1992
444454,e0002,10/22/1956,Adel,Poupard,M,2/6/1987
44829,e0003,2/14/1953,IEEE,Biros,M,6/12/1993
476667,e0003,2/24/1960,Ravishankar,Braunmuhl,M,8/1/1991
274870,e0003,12/30/1962,Sudharsan,Streit,F,6/23/1985
268741,s0001,10/28/1960,Venkatesan,Belinskaya,M,12/9/1992
43541,s0001,10/24/1959,Zejun,Anandan,F,3/19/1986
298620,e0004,8/20/1958,Kamakshi,Lipner,M,8/17/1986
267685,s0001,8/3/1962,Niranjan,Kusalik,F,3/25/1989
451999,e0003,3/14/1964,Tadahiko,Worfolk,F,8/12/1985
44282,s0001,9/1/1964,Rajmohan,Crabtree,M,7/17/1991
233133,e0003,2/24/1956,Menkae,Chenney,F,9/3/1990
291369,e0003,12/11/1961,Marie,Lores,F,4/21/1985
477239,e0002,3/23/1952,Takahira,Cronan,F,11/25/1987
403428,e0001,5/20/1957,Licheng,Lund,M,8/25/1995
39795,s0001,12/25/1959,Toong,Bennis,M,4/1/1990
241222,s0001,9/28/1958,Zhongwei,Bahr,M,9/25/1987
241860,e0002,2/25/1956,Torsten,Christianini,M,3/1/1985
292417,s0001,6/1/1964,Remko,Erez,M,8/11/1996
203212,e0003,2/23/1956,Arumugam,Ulupinar,M,10/17/1989
433289,e0003,8/6/1962,Selwyn,Khamsi,M,2/18/1992
424683,e0003,12/16/1963,Shuky,Dehkordi,F,5/27/1985
44746,s0001,3/30/1958,Domenick,Emden,F,3/4/1990
79473,e0004,1/5/1955,Denny,Ellozy,M,10/24/1985
452075,e0003,7/28/1954,Phuoc,Wallrath,M,8/27/1996
452915,e0003,10/17/1962,Goa,Kowalchuk,F,4/12/1987
403370,e0002,8/7/1958,Phillip,Erdmenger,M,3/4/1985
208110,s0001,1/15/1961,Abdulla,Hashii,F,12/1/1992
42948,e0004,4/14/1952,Youngkon,Bellone,F,12/30/1996
249648,e0002,1/18/1956,Sreekrishna,Staelin,M,7/12/1997
87749,s0001,12/26/1964,Susumu,Penz,M,10/22/1987
217003,e0003,2/6/1953,Fumiya,Busillo,M,4/20/1994
478421,s0001,12/16/1959,Tiina,Monkewich,F,5/8/1996
277065,e0002,6/14/1953,Izaskun,Garnier,F,4/10/1994
411456,s0001,11/27/1959,Pradeep,Crabtree,F,6/19/1994
485710,s0001,2/7/1958,Shuzo,Horswill,M,11/27/1988
62594,s0001,7/29/1958,Pintsang,Shumilov,M,10/29/1989
209386,e0002,8/15/1959,Bartek,Zucker,F,11/9/1996
221838,s0001,12/1/1955,Masami,Asrin,M,11/29/1991
495111,e0003,9/22/1953,Yannik,Stavenow,M,8/31/1988
425850,e0003,5/27/1960,Phule,Denti,M,11/29/1988
92839,s0001,1/20/1964,Tran,Weisert,M,7/17/1987
410482,s0001,6/8/1954,Aleksander,Peron,M,4/13/1989
200410,s0001,1/30/1960,Hyuncheol,Chaudhuri,M,7/9/1986
452448,s0001,10/12/1961,Chandrasekaran,Kaiser,M,12/30/1986
276185,s0001,4/12/1960,Taiji,Chaudhuri,M,9/30/1989
456497,e0003,4/23/1962,Ymte,Chiodo,F,4/26/1985
412999,e0003,1/12/1954,Xiong,Stasinski,M,8/16/1993
55486,s0002,5/27/1962,Bedir,Bashian,F,10/5/1986
425615,s0001,3/2/1963,Leah,Yoshimura,M,12/4/1993
471661,e0003,2/5/1961,Saeed,Picaronny,M,3/5/1987
291144,e0003,10/3/1964,Boriana,Hutter,M,12/8/1990
467756,s0001,5/14/1963,Arco,Portugali,F,7/22/1987
291792,s0001,5/10/1959,Takahira,Spieker,M,6/5/1986
466822,e0003,12/4/1962,Arve,Olano,M,9/27/1994
63175,e0002,6/8/1957,Reuven,Maksimenko,F,5/28/1992
298466,s0001,4/28/1957,Premal,Breugel,F,10/18/1992
447434,e0002,1/8/1961,Haldon,Selvestrel,M,9/14/1987
22463,e0003,1/27/1961,Bouchung,Felder,M,5/19/1990
492020,s0001,11/7/1954,Vojin,Landherr,F,1/7/1995
453613,s0001,8/8/1964,Yagil,Luit,M,1/7/1997
413788,s0002,11/14/1956,Herbert,Jumpertz,M,7/12/1988
417141,s0001,10/9/1959,Mandell,Belinskaya,M,2/2/1995
241861,e0002,7/5/1963,Moto,Heydon,M,4/4/1996
71266,e0003,4/25/1962,Krassimir,Sgarro,F,8/4/1986
273206,e0003,5/1/1960,Gennadi,Biron,M,6/12/1990
211689,e0003,3/19/1959,Uli,Karner,F,11/10/1987
79988,e0002,7/3/1956,Tsutomu,Beeson,M,6/21/1996
233635,s0002,6/16/1958,Radhia,Picel,F,1/12/1987
38211,e0003,5/6/1955,Franziska,Colorni,M,6/16/1985
74932,e0003,2/27/1964,Kish,Borovoy,M,2/24/1994
438086,s0001,9/9/1957,Maja,Ramsak,F,12/28/1993
241260,e0003,11/11/1955,Kellie,Heinisuo,F,6/6/1985
233753,e0003,7/25/1963,Wayne,Flexer,M,3/9/1990
268290,s0001,5/16/1959,Rosine,Range,M,8/2/1993
205704,e0002,9/3/1956,Chanjung,Potthoff,M,5/10/1989
204199,e0002,8/14/1963,Toney,Prampolini,M,1/11/1995
88920,e0004,5/15/1952,Hidde,Shackell,M,11/19/1989
239401,e0002,1/12/1955,Bernardo,Denny,F,12/15/1987
228319,s0001,9/15/1953,Tremaine,Quittner,F,7/30/1989
282401,s0001,11/18/1958,Maya,Ghemri,M,6/12/1986
260075,e0003,2/16/1964,Herb,Choobineh,M,6/1/1993
109342,s0001,11/22/1963,Huican,Zizka,M,7/17/1991
429874,e0004,8/22/1956,Aron,Pezzoli,F,12/6/1996
83266,s0001,8/1/1958,Luigi,Brattka,M,8/31/1989
441813,s0002,2/26/1962,Nectarios,Basagni,F,3/15/1985
434080,e0004,11/29/1953,Tru,Pettis,F,3/21/1987
446241,e0003,5/23/1952,Oscar,Schrooten,M,12/25/1985
448744,e0003,6/27/1953,Eishiro,Dichev,F,4/29/1986
412003,e0003,8/28/1956,Hausi,Kambil,M,7/3/1986
228013,s0001,11/16/1957,Dipankar,Armand,M,11/1/1991
494505,s0001,9/26/1962,Valter,Xiaoshan,M,9/23/1997
253156,e0003,11/19/1958,Uinam,Peng,M,10/14/1987
241232,s0001,2/4/1964,Weijing,Fadgyas,F,10/5/1993
470872,e0002,1/31/1954,Feipei,Clouatre,M,3/5/1986
410290,s0001,12/7/1961,Niteen,Stille,M,2/6/1989
39799,e0002,9/22/1962,Sariel,Garnham,F,2/16/1987
67411,e0002,7/12/1961,Qunsheng,Poehlman,M,12/5/1990
289521,e0002,12/30/1961,Miyeon,Sooriamurthi,M,4/23/1995
410445,e0003,9/11/1957,Ortrud,Menyhert,M,6/25/1985
66497,e0002,3/20/1964,Pranay,Valtorta,M,2/25/1990
287080,e0003,12/20/1962,Radhika,Plotkin,M,1/25/1988
28611,s0001,7/11/1959,Shay,Mitchem,M,9/22/1991
33206,s0001,7/9/1964,Zhiwei,Barreiro,F,4/18/1993
73401,s0002,9/9/1959,Tesuya,Zirintsis,M,5/14/1987
36193,e0002,8/25/1955,Roselyn,Zambonelli,F,5/13/1992
217000,s0001,4/24/1956,Hidekazu,Auyong,F,5/22/1991
477276,e0003,7/31/1961,Susumu,Kuszyk,M,12/12/1986
449690,s0001,4/25/1955,Shahid,Kohling,F,7/16/1990
86160,e0004,9/16/1956,Guther,Milicia,M,7/6/1999
412622,s0001,11/28/1959,Shigehiro,Wolniewicz,F,4/15/1995
439571,s0001,8/17/1964,Munir,Bazelow,M,4/14/1994
417160,s0001,12/26/1954,Chandrasekaran,Benaini,M,1/3/1989
284476,s0001,2/25/1957,Hironobu,Nitsch,M,10/7/1995
298209,e0002,4/24/1961,Siamak,Cyne,M,2/11/1994
51350,e0003,10/31/1958,Gil,Serna,M,1/23/1987
259983,s0001,2/24/1956,Magdalena,Biros,M,1/21/1987
241795,e0003,12/10/1962,Phillip,Bernardinello,M,7/22/1985
492062,s0001,1/15/1956,Wayne,Miara,F,8/20/1985
229944,s0001,7/17/1960,Zsolt,Kroft,M,2/11/1987
99738,s0002,9/20/1964,Aria,Sidhu,M,2/11/1987
231885,s0001,5/5/1960,Toshimi,Birge,F,3/10/1993
94926,s0002,1/7/1960,Urs,Bresenham,M,7/20/1988
255984,e0003,6/6/1952,Stein,Kulisch,M,6/11/1986
210425,e0003,1/5/1964,Percy,Fujisawa,M,10/23/1988
439190,e0002,8/22/1956,Fumino,Georg,F,9/12/1987
203982,s0001,2/13/1958,Aimee,Covnot,M,9/14/1996
19967,e0003,9/6/1957,Mong,Levergood,M,4/13/1987
469182,e0002,2/22/1955,Rildo,Lipner,M,1/1/1991
205850,s0001,4/10/1952,Hiroyasu,Staudhammer,M,1/18/1988
273452,e0002,2/27/1956,Utz,Pargas,M,6/6/1995
207101,e0003,9/10/1958,Sreenivas,Aloisi,F,2/21/1989
206757,s0002,4/5/1963,Mandell,Zschoche,F,9/13/1989
200052,e0003,1/27/1965,Slavian,Cincotta,F,12/1/1989
499215,e0003,2/22/1958,Gen,Shinomoto,F,7/23/1988
498932,e0004,6/20/1960,Khatoun,Denny,F,5/26/1991
436920,e0003,9/13/1960,Aris,Maliniak,M,7/28/1988
260484,e0002,5/13/1958,Vishv,Merli,M,3/12/1987
90741,e0003,6/28/1963,Kristinn,Bharadwaj,F,1/31/1990
424392,e0004,12/2/1961,Amabile,Baek,F,1/24/1991
105209,e0004,4/12/1960,Marc,Iisaka,M,12/29/1987
267478,e0002,10/16/1955,Yakkov,Bottner,M,7/7/1997
93828,s0001,5/9/1953,Maha,Ertl,M,8/24/1993
273024,e0002,5/3/1960,Spyrose,Lortz,M,2/1/1996
10323,e0003,6/20/1958,Kankanahalli,Hinsberger,M,6/6/1991
468069,s0001,6/23/1956,Kiyotoshi,Gill,M,8/21/1985
464594,e0002,2/23/1961,Almudena,Ranst,F,11/17/1995
211191,e0003,8/27/1959,Gilbert,Zaiane,M,2/10/1989
420646,s0001,8/29/1963,Vishwani,Randt,M,10/2/1997
257373,s0001,8/18/1957,Munenori,Hagimont,M,3/7/1988
471117,s0002,3/29/1957,Berto,Awdeh,M,9/3/1989
476366,s0001,11/21/1953,Sigeru,Kobara,M,9/3/1990
285303,e0003,12/18/1954,Premsyl,Kroft,M,8/10/1993
59237,s0001,9/6/1952,Gen,Lundstrom,M,5/29/1986
409993,s0001,6/15/1959,Goh,Lores,F,5/12/1995
296483,e0003,10/10/1960,Divine,Ohori,F,10/14/1990
17417,e0002,10/20/1958,Aleksander,Krohn,F,1/16/1996
489271,s0001,5/13/1963,Maia,Strehl,F,3/18/1989
218099,s0001,3/12/1955,Ramachenga,Lorcy,F,2/6/1989
230268,e0002,6/26/1963,Moheb,Murtha,M,8/20/1992
230787,e0004,5/29/1957,Bangqing,Nooteboom,M,11/11/1990
254914,e0003,12/6/1962,Nahla,Massonet,F,2/2/1989
232896,s0002,2/16/1961,Dzung,Atrawala,M,12/15/1988
208615,s0001,11/15/1964,Dante,Porotnikoff,M,3/16/1985
491291,s0001,7/18/1961,Takanari,Talmor,M,8/10/1987
16747,e0002,11/3/1954,Taisook,Cyre,F,5/19/1997
433634,s0001,12/10/1959,Oscar,Masada,M,9/16/1987
103589,e0003,4/29/1953,Ipke,Fujisaki,M,12/24/1988
226582,s0001,1/8/1954,Reinhard,Serre,M,7/14/1986
299441,s0001,4/30/1964,Qunsheng,Billawala,F,11/14/1990
77615,s0001,8/18/1952,Jianwen,Krupka,M,5/2/1987
109409,s0001,12/29/1956,Xumin,Coorg,M,10/8/1987
27679,s0001,7/11/1953,Kerryn,Lindqvist,M,10/9/1992
57553,e0003,4/17/1963,Gou,Thorelli,F,3/28/1985
77989,e0003,2/17/1957,Kristina,Conte,M,8/15/1985
224603,e0003,8/13/1957,Hilary,Gurbaxani,M,2/20/1990
104705,e0003,11/8/1958,Irene,Tibblin,F,2/2/1987
105633,e0002,9/20/1952,Dmitry,Androutsos,M,2/5/1987
204422,e0003,2/6/1961,Huai,Uehara,M,11/10/1993
490116,s0001,11/9/1962,Arunachalam,Ramsay,M,3/23/1990
203932,s0002,4/29/1960,Sanjoy,Tasistro,M,7/25/1994
68169,s0001,10/12/1952,Tomokazu,Eickenmeyer,M,4/8/1993
100805,s0001,11/2/1961,Serge,Dulay,M,11/25/1992
65303,e0003,9/12/1958,Aiman,Meszaros,M,7/17/1988
102473,e0003,4/4/1962,Maren,Socorro,M,9/30/1989
261795,e0003,10/11/1956,Zeljko,Farris,M,4/29/1993
407712,s0001,4/8/1961,Alain,Fujisaki,M,4/7/1986
284009,s0001,7/20/1964,Alain,Dratva,M,4/23/1986
474940,e0002,9/7/1962,Bernt,Zirintsis,F,7/1/1994
95048,e0003,4/1/1962,Kitty,Asser,M,8/6/1991
243540,s0001,8/4/1952,Kish,Larfeldt,F,9/23/1985
42046,e0004,3/25/1952,Waiman,Millington,M,12/11/1987
436092,e0003,5/9/1957,Mihalis,Picht,F,5/20/1988
440619,e0003,12/22/1954,Tzvetan,Lamba,M,2/9/1999
89340,s0002,12/6/1962,Morris,Demke,M,7/6/1987
437507,e0003,6/1/1955,Hiroyasu,Stasinski,M,9/18/1985
70941,s0001,6/3/1958,Cedric,Junet,F,1/15/1995
28846,e0003,10/28/1961,Piyush,DuCasse,M,10/15/1997
216275,e0003,8/19/1952,Shirish,Einsfeld,F,12/3/1987
408197,s0001,3/16/1952,Dietrich,Zultner,F,1/31/1987
106664,e0001,9/26/1957,Ayonca,Fritzsche,M,6/9/1989
463449,e0003,12/29/1955,Aemilian,Varman,F,10/6/1988
215466,e0003,12/14/1959,Manohar,Crelier,M,5/4/1989
269599,s0001,10/13/1964,Shai,Besancenot,M,11/25/1987
254398,s0001,12/6/1956,Mototsugu,Cincotta,M,8/2/1990
406292,e0003,3/30/1952,Moti,Cyne,M,7/5/1990
250200,s0001,1/31/1963,Marla,Barbanera,F,4/29/1990
209876,e0003,3/13/1959,KayLiang,Lundstrom,M,7/17/1989
481981,e0003,10/18/1952,Claudi,Spieker,M,4/23/1986
452648,s0001,5/18/1953,Xiahua,Shokrollahi,M,9/16/1997
205030,e0002,5/12/1962,Dulce,Ebeling,M,3/18/1986
466833,e0004,2/14/1953,Jenwei,Verspoor,M,3/20/1993
293144,s0001,10/20/1953,Junichi,Huhdanpaa,M,1/20/1987
261010,e0002,10/3/1953,Fei,Nourani,M,11/1/1987
104298,e0002,12/8/1953,Branimir,Serra,M,12/3/1996
476074,e0002,2/10/1953,Margo,Ballarin,F,9/7/1989
432884,s0002,9/28/1963,Chaoyi,Miculan,M,12/20/1990
473571,e0003,2/21/1957,Alselm,Walstra,F,9/10/1987
490776,s0002,4/6/1955,Kokou,Perna,M,2/3/1990
493647,s0001,12/20/1953,Jayson,Perri,M,3/23/1986
480074,e0004,4/22/1959,Shichao,Fritzsche,M,7/26/1991
226657,s0002,11/27/1961,Subhrajyoti,Fadgyas,M,3/26/1990
475589,e0004,1/22/1964,Yakkov,Baalen,M,11/7/1985
36447,s0001,9/3/1958,Licheng,Cummings,F,8/2/1987
451332,e0003,4/12/1964,Hugo,Schwartzburd,F,12/30/1989
481794,e0003,8/9/1957,Sadok,Camarinopoulos,F,8/17/1987
224939,s0001,7/23/1956,Xianlong,Isard,M,7/9/1989
230458,s0001,7/18/1952,Peer,Laventhal,F,10/4/1989
428094,e0001,10/17/1961,Poorav,Savasere,M,6/29/1988
460010,e0003,6/18/1955,Marl,Masada,F,2/23/1987
459526,s0001,4/1/1964,Peer,Valette,M,8/3/1994
278801,s0001,7/6/1961,Adib,Bultermann,F,8/17/1995
28502,e0003,12/10/1962,Thodoros,Azevdeo,F,6/22/1991
25058,s0001,11/28/1960,Steen,Hofman,M,10/8/1986
40900,e0002,3/19/1962,Irene,Cooman,M,12/25/1991
99880,s0001,7/31/1955,Herbert,Conti,F,8/20/1987
202663,s0002,2/5/1961,Mads,Legleitner,M,7/11/1986
468130,s0001,7/20/1962,Marit,Siksek,M,8/20/1992
84117,s0001,8/2/1954,Flemming,Zirintsis,M,4/8/1997
243221,s0001,12/8/1959,Gio,Schauser,M,10/23/1986
22305,e0002,4/6/1960,Weidon,Rosar,F,8/14/1994
84168,e0003,7/22/1963,Garnik,Willoner,M,2/1/1991
418783,e0002,12/11/1959,Takanari,Beznosov,M,6/10/1986
472290,e0003,5/8/1959,Luerbio,Vesna,M,10/9/1990
468288,e0003,12/31/1955,Naftaly,Smailagic,M,2/18/1993
427886,e0003,6/25/1958,Sham,Ozeri,F,11/27/1989
16276,e0002,11/16/1960,Basem,Turnbull,M,4/10/1991
467517,s0001,7/31/1964,Khun,Baca,M,7/18/1990
35966,s0001,12/11/1961,Jinxi,Kornatzky,F,1/7/1992
96325,e0003,11/20/1952,Toney,Mungall,F,3/2/1991
59699,s0002,1/28/1953,Mahmut,Benveniste,F,8/14/1991
454064,s0002,12/25/1964,Gita,Dichev,M,11/1/1986
451057,s0001,12/19/1961,Barna,Mamelak,F,1/17/1986
457733,e0004,4/10/1958,Bezalel,Merkl,F,12/15/1987
489830,s0002,5/22/1960,Shahar,Camarinopoulos,M,9/22/1985
65915,s0002,6/29/1957,Ortrud,Waschkowski,M,3/19/1992
448922,s0001,8/17/1956,Yuichiro,Zschoche,M,3/5/1989
460398,e0004,3/18/1959,Junsik,Sinitsyn,M,11/21/1986
54259,e0003,2/23/1959,Snehasis,Anily,F,3/3/1986
457756,e0003,5/17/1962,Shridhar,Speckmann,M,5/25/1988
24662,s0001,4/6/1960,Djelloul,Wilharm,F,3/10/1994
204172,e0003,5/10/1954,Xuejun,Valette,F,9/30/1988
40363,e0001,3/24/1963,Aksel,Swen,F,9/8/1994
24910,e0003,3/15/1955,Bernardo,Pargaonkar,M,6/29/1995
435255,e0002,12/25/1961,Taisook,Snedden,F,1/18/1988
85549,e0003,3/10/1959,Volkmar,Levasseur,F,4/6/1985
269252,s0001,8/28/1955,Behnaam,Schwartzbauer,M,10/17/1986
203597,s0001,9/25/1963,Mona,Lagarias,F,4/25/1993
56931,e0003,6/20/1959,Kannan,Parveen,M,9/8/1990
472169,e0003,2/9/1957,Marla,Scharstein,M,1/29/1987
28336,s0001,6/23/1959,Florian,Ozery,F,12/27/1988
493767,s0001,9/15/1964,Shem,Petersohn,M,7/8/1986
104731,e0002,12/11/1963,Sarita,Azuma,M,12/30/1990
260839,s0001,9/12/1955,Iara,Ladret,M,2/13/1997
426784,e0002,9/17/1961,Keung,Taubenfeld,M,9/24/1985
206682,s0001,11/30/1963,Sorina,Heuter,M,8/19/1991
401463,e0003,4/23/1962,Moriyoshi,Bernardeschi,M,8/16/1991
95609,s0002,3/14/1956,Mokhtar,Chiodo,F,4/6/1986
282412,s0002,2/27/1956,Mabry,Mersereau,F,9/2/1987
36622,e0003,9/25/1954,Ashish,Rubsam,F,6/29/1985
480100,s0001,4/20/1956,Goa,Goldhammer,M,9/19/1989
87589,e0003,7/13/1964,Arlette,Armand,F,2/20/1985
33270,s0001,5/22/1954,Chanjung,Ebeling,M,5/12/1985
76902,e0003,10/20/1961,Ramachenga,Porenta,F,3/6/1987
430968,s0001,1/1/1956,Guttorm,Sgarro,F,11/21/1987
292505,s0001,11/15/1963,Maik,Gyimothy,M,2/14/1990
254823,s0001,6/24/1952,Serif,Streit,M,3/17/1986
494518,e0003,7/10/1964,Peternela,Mondadori,F,2/24/1993
52808,e0003,5/4/1953,Jiakeng,Setia,M,1/15/1990
240460,s0001,2/1/1961,Lucien,Dalton,M,11/4/1996
227970,e0002,8/21/1955,Nidapan,Hitomi,M,1/23/1990
478654,s0002,6/29/1959,Kiyomitsu,Kolinko,F,9/7/1990
241688,e0004,5/24/1960,Bouchung,Kinley,M,8/12/1985
